Issuer/Borrower Name;"Nation
Region
Description";Matched Region
Freeze-Dried Intermediate Hldg;"Americas
North America";North America
Sanei Architecture Planning Co;Japan;Asia
Cold Spring Brewing Co Inc;"Americas
North America";North America
SSI;"Americas
North America";North America
Peaks & Plains Housing Trust;"Europe
Western Europe";Western Europe
TA Realty Value-Add Fund XIII;"Americas
North America";North America
Kunovac doo;"Eastern Europe
Europe";Central and Eastern Europe
CHUBU Electric Power Co Inc;Japan;Asia
Pechanga Indian Reservation;"Americas
North America";North America
Olam Agri Holdings Pte Ltd;"Asia-Pacific (ex Central Asia)
Southeast Asia";Asia
Moran Towing(Moran Transporta);"Americas
North America";North America
NTT Finance Corp;Japan;Asia
National Instruments Corp;"Americas
North America";North America
Opdenergy Holding SA;"Europe
Western Europe";Western Europe
Khmer Water Supply Hldg Co;"Asia-Pacific (ex Central Asia)
Southeast Asia";Asia
Scotts Refrigerated Logistics;"Asia-Pacific (ex Central Asia)
Australasia";Australia
Pacific 2021 Bidco H Pty Ltd;"Asia-Pacific (ex Central Asia)
Australasia";Australia
SG Stonegate Asset Co I LLC;"Americas
North America";North America
Tsuruta Electric Co Ltd;Japan;Asia
Armada Hoffler;"Americas
North America";North America
Americold Rlty Operating;"Americas
North America";North America
Beacon Offshore Energy LLC;"Americas
North America";North America
Middleton Tallgrass Investors;"Americas
North America";North America
Northrop Grumman Corp;"Americas
North America";North America
Shoprite Checkers Ltd;"Africa/Middle East/Central Asia
Sub-Saharan Africa";Africa
Six Corners Re Dvlp Llc;"Americas
North America";North America
Key West Hotels LLC;"Americas
North America";North America
Weibo Corp;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Charter Hall AU Retail Fin;"Asia-Pacific (ex Central Asia)
Australasia";Australia
Funding Societies Pte Ltd;"Asia-Pacific (ex Central Asia)
Southeast Asia";Asia
Spirit Realty L.P;"Americas
North America";North America
Apogee Telecom Inc;"Americas
North America";North America
Taiping & Sinopec Finl;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Schnitzer Steel Industries Inc;"Americas
North America";North America
Oryx Stainless AG;"Europe
Western Europe";Western Europe
Allison Homes Ltd;"Europe
Western Europe";Western Europe
Pt Hli Green Power;"Asia-Pacific (ex Central Asia)
Southeast Asia";Asia
Darigold Inc;"Americas
North America";North America
Influence X Music II-A LP;"Americas
North America";North America
LS Power Associates LP;"Americas
North America";North America
Ck Propco 2 LLC;"Americas
North America";North America
Global Payments Inc;"Americas
North America";North America
Fortress Brand;"Americas
North America";North America
Paylocity Holding Corp;"Americas
North America";North America
Vyaire Medical Inc;"Americas
North America";North America
Ttrg Industrial AZ Mesa Elliot;"Americas
North America";North America
BP3-SD4 5580 Morehouse Drive L;"Americas
North America";North America
Asgard FinCo Pty Ltd;"Asia-Pacific (ex Central Asia)
Australasia";Australia
225 N Elizabeth Llc;"Americas
North America";North America
Blissful Sky Ltd;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Otr International Inc;"Americas
North America";North America
AmTrust Financial Services Inc;"Americas
North America";North America
Kalium Lakes Ltd;"Asia-Pacific (ex Central Asia)
Australasia";Australia
Ausnet Services Ltd;"Asia-Pacific (ex Central Asia)
Australasia";Australia
SBL Holdings LLC;"Americas
North America";North America
J-W Power Co;"Americas
North America";North America
Solomon Islands;"Asia-Pacific (ex Central Asia)
Australasia";Australia
WestRock Co;"Americas
North America";North America
Wealth Honour Ltd;"Asia-Pacific (ex Central Asia)
North Asia";Asia
RPT Realty LP;"Americas
North America";North America
LPC Division I LP;"Americas
North America";North America
MKS Instruments Inc;"Americas
North America";North America
McWane Inc;"Americas
North America";North America
Longfor Group Holdings Ltd;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Sustainable Australia Fund;"Asia-Pacific (ex Central Asia)
Australasia";Australia
Aes Dominicana Renewable;"Americas
Caribbean";Latin America
Park Ward Village LLC;"Americas
North America";North America
Scentre Management Ltd;"Asia-Pacific (ex Central Asia)
Australasia";Australia
WatchGuard Technologies Inc;"Americas
North America";North America
Artisan Partners LP;"Americas
North America";North America
Captek Softgel Intl Inc;"Americas
North America";North America
Ameritex Pipe & Products;"Americas
North America";North America
Oracle Corp;"Americas
North America";North America
ADPD Holdings LLC;"Americas
North America";North America
Golden Ford Ltd;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Barracuda Networks Inc;"Americas
North America";North America
Oyasu Geothermal Co Ltd;Japan;Asia
Sabre GLBL;"Americas
North America";North America
Chi Mei Corp;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Home Glory Constr Dvlp Co Ltd;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Winghouse Air Brake Tech Corp;"Americas
North America";North America
Pembina Gas Infrastructure Inc;"Americas
North America";North America
Allegiance Coal USA Ltd;"Americas
North America";North America
Digicomm International LLC;"Americas
North America";North America
Rezolut Holdings LLC;"Americas
North America";North America
Questro - Secrets Puerto;"Americas
Central America";Latin America
Callaway Golf Co;"Americas
North America";North America
Dine Brands Global Inc;"Americas
North America";North America
Excelitas Technologies Corp;"Americas
North America";North America
Fleetpride Corp;"Americas
North America";North America
Excel Fitness Holdings Inc;"Americas
North America";North America
Amergint Borrower LP;"Americas
North America";North America
Mohawk Industries Inc;"Americas
North America";North America
OSI Group LLC;"Americas
North America";North America
Flywheel Energy Operating LLC;"Americas
North America";North America
Regis Corp;"Americas
North America";North America
SPX Corp;"Americas
North America";North America
Netstreit LP;"Americas
North America";North America
BCPE Bronze Cayman LP;"Americas
Caribbean";Latin America
SK Life Support;Japan;Asia
Wheatley Housing Group Ltd;"Europe
Western Europe";Western Europe
Atome Finl Singapore Pte Ltd;"Asia-Pacific (ex Central Asia)
Southeast Asia";Asia
Bastion Energy Topco LLC;"Americas
North America";North America
Silver Spring Healthcare;"Americas
North America";North America
CP VII Stone Way LLC;"Americas
North America";North America
PPSL Legacy at South Plains LL;"Americas
North America";North America
Hanwha Q-CELLS USA Corp;"Americas
North America";North America
Amb Canada Investments LLC;"Americas
North America";North America
August Toepfer & Co;"Europe
Western Europe";Western Europe
Science City (Guangzhou) Fin;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Minerals Technologies Inc;"Americas
North America";North America
Digital Dutch Finco Bv;"Europe
Western Europe";Western Europe
Saudi Arabia-Egypt Elecity;"Africa/Middle East/Central Asia
Middle East";Africa
Fairfield Springs LLC;"Americas
North America";North America
Kendall Multifamily Owner LLC;"Americas
North America";North America
Warner Dallas LLC;"Americas
North America";North America
Karavan Trailers LLC;"Americas
North America";North America
Crown Eagle Energy LP;"Americas
North America";North America
Oaktrust OP LP;"Americas
North America";North America
Mileway Finco Iii Ltd;"Americas
North America";North America
Taiko Pharmaceutical Co Ltd;Japan;Asia
Alida Inc;"Americas
North America";North America
Heads Up Technologies Inc;"Americas
North America";North America
Airtel Africa PLC;"Europe
Western Europe";Western Europe
Changchun Honghui Hotels Mgmt;"Asia-Pacific (ex Central Asia)
North Asia";Asia
BOE Varitronix Ltd;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Rocket Mortgage LLC;"Americas
North America";North America
Phoenix Tower Intl Chile SpA;"Americas
South America";Latin America
Great Lakes Wine & Spirits LLC;"Americas
North America";North America
S-Pankki Tontti;"Europe
Western Europe";Western Europe
Nyx LLC;"Americas
North America";North America
Fushimi Soko Ltd;Japan;Asia
Wuxi Apptec (Hong Kong) Ltd;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Voltaire Australia Pty Ltd;"Asia-Pacific (ex Central Asia)
Australasia";Australia
Brambles Ltd;"Asia-Pacific (ex Central Asia)
Australasia";Australia
Constellation Brands Inc;"Americas
North America";North America
Kirin Holdings Co Ltd;Japan;Asia
Swire Pacific Ltd;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Garnacha Solar SL;"Europe
Western Europe";Western Europe
Grupo Fondera SA De CV;"Americas
Central America";Latin America
Stonelake VII Reit LLC;"Americas
North America";North America
The Cubes At West Port LLC;"Americas
North America";North America
Limen Group Const (2019) Ltd;"Americas
North America";North America
Ardmore Shipping Corp;"Americas
Caribbean";Latin America
Sunnyrich Multifunction Solar;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Compeq Manufacturing Co Ltd;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Commercial Bank of Kuwait KSC;"Africa/Middle East/Central Asia
Middle East";Africa
Acea SpA;"Europe
Western Europe";Western Europe
Crown Holdings Inc;"Americas
North America";North America
Bluecat Networks Inc;"Americas
North America";North America
Marinemax Inc;"Americas
North America";North America
Con Edison Clean Energy Buses;"Americas
North America";North America
L Fournier Et Fils Inc;"Americas
North America";North America
Thunderbird Operations Pty Ltd;"Asia-Pacific (ex Central Asia)
Australasia";Australia
Tata Capital Finl Svcs Ltd;"Asia-Pacific (ex Central Asia)
South Asia";Asia
Volkswagen Credit Inc;"Americas
North America";North America
Emeryville Bioscience Ctr Llc;"Americas
North America";North America
GEP XI Maple Grove LLC;"Americas
North America";North America
Apogee Enterprises Inc;"Americas
North America";North America
Certified Power Inc;"Americas
North America";North America
Qinetiq Hldg Ltd;"Europe
Western Europe";Western Europe
Immeubles Lynx Inc;"Americas
North America";North America
PT Cemindo Gemilang Tbk;"Asia-Pacific (ex Central Asia)
Southeast Asia";Asia
Radiant Logistics Inc;"Americas
North America";North America
Taylor Fresh Foods Inc;"Americas
North America";North America
Textainer Ltd;"Americas
Caribbean";Latin America
Rensa Filtration Inc;"Americas
North America";North America
SFD Co Ltd;Japan;Asia
NP Airport Road Warwick LLC;"Americas
North America";North America
Ralston Arvada Owner LLC;"Americas
North America";North America
Reden Solar SAS;"Europe
Western Europe";Western Europe
Agility Mayan Hldg Wll;"Africa/Middle East/Central Asia
Middle East";Africa
EDP Energias de Portugal SA;"Europe
Western Europe";Western Europe
Floor & Decor Outlets;"Americas
North America";North America
Grupo SASTI;"Europe
Western Europe";Western Europe
Cricut Inc;"Americas
North America";North America
Disa Desarrollo Sostenible SL;"Europe
Western Europe";Western Europe
Urso Solar SLU;"Europe
Western Europe";Western Europe
AP Addison 1 LLC;"Americas
North America";North America
Weathervane Owner LLC;"Americas
North America";North America
SREOF IV REIT LLC;"Americas
North America";North America
Formentera Partners Holdco II;"Americas
North America";North America
Anthem 6075 Wilson Dvlps Lp;"Americas
North America";North America
Global Paso FV SL;"Europe
Western Europe";Western Europe
Milan Trophy Re 4;"Europe
Western Europe";Western Europe
Commun & Renewable Energy;"Asia-Pacific (ex Central Asia)
Southeast Asia";Asia
ETC Group;"Africa/Middle East/Central Asia
Sub-Saharan Africa";Africa
CAI International Inc;"Americas
North America";North America
Carlisle Leasing Intl LLC;"Americas
North America";North America
La Finca Global Assets SOCIMI;"Europe
Western Europe";Western Europe
Fs Squared Holding Corp;"Americas
North America";North America
PT FKS Multi Agro Tbk;"Asia-Pacific (ex Central Asia)
Southeast Asia";Asia
Tenax Aerospace Holdings;"Americas
North America";North America
MMAC 150 Ortho VA I LLC;"Americas
North America";North America
Rediresi Isen Ltd;"Europe
Western Europe";Western Europe
Lafayette Cdm Apartments LLC;"Americas
North America";North America
Zeus Vi Spain Sl;"Europe
Western Europe";Western Europe
WESCO Distribution Inc;"Americas
North America";North America
Wah Lee Industrial Corp;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Avnet Inc;"Americas
North America";North America
Basa Resources Inc;"Americas
North America";North America
Bluestar Adisseo Nutrition;"Asia-Pacific (ex Central Asia)
North Asia";Asia
C&S Wholesale Grocers Inc;"Americas
North America";North America
EPC Groupe;"Europe
Western Europe";Western Europe
Hera SpA;"Europe
Western Europe";Western Europe
Hispasat SA;"Europe
Western Europe";Western Europe
Danish Agro Fin As;"Europe
Western Europe";Western Europe
SJW Group;"Americas
North America";North America
SM Energy Co;"Americas
North America";North America
South Chester Tube Co;"Americas
North America";North America
TimePayment Corp;"Americas
North America";North America
Unum Group;"Americas
North America";North America
Alimak Group AB;"Europe
Western Europe";Western Europe
Medical Properties Opportunity;"Americas
North America";North America
Three Point Capital Corp;"Americas
North America";North America
Rci Golden Purchaser LLC;"Americas
North America";North America
RA Parent Holdings LP;"Americas
North America";North America
Med Transp Mgmt Inc;"Americas
North America";North America
Shenzhen Huiyin Re Co Ltd;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Eni SpA;"Europe
Western Europe";Western Europe
Manitou BF SA;"Europe
Western Europe";Western Europe
INSP LLC;"Americas
North America";North America
Mistras Group Inc;"Americas
North America";North America
RPM International Inc;"Americas
North America";North America
Contract Leasing Corp;"Americas
North America";North America
FS Credit RE Income Tr Inc;"Americas
North America";North America
Foresight Sustnble Frst Co PLC;"Europe
Western Europe";Western Europe
Imagicomm Communications LLC;"Americas
North America";North America
Tidal River Holdings LLC;"Americas
North America";North America
Riser Merger Sub Inc;"Americas
North America";North America
GP Mobile LLC;"Americas
North America";North America
Northwest Commonwealth LLC;"Americas
North America";North America
Onni Ioco Road Four Developmen;"Americas
North America";North America
Corbett Tech Solutions Inc;"Americas
North America";North America
Tegus Inc;"Americas
North America";North America
Yang Bao Enterprise Co Ltd;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Clarion Industries Inc;"Americas
North America";North America
Vericel Corp;"Americas
North America";North America
Colonial First State Invest;"Asia-Pacific (ex Central Asia)
Australasia";Australia
Atos SE;"Europe
Western Europe";Western Europe
St George Warehousing &;"Americas
North America";North America
Bonilea Invest Sl;"Europe
Western Europe";Western Europe
AVL List GmbH;"Europe
Western Europe";Western Europe
Jianhu Cnty High-Tech Invest;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Tauranga Crossing Ltd;"Asia-Pacific (ex Central Asia)
Australasia";Australia
Galenicum Grp Hldg Sl;"Europe
Western Europe";Western Europe
CDB Leasing (Intl) Co Ltd;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Furukawa Co Ltd;Japan;Asia
Great Lakes Dredge & Dock Corp;"Americas
North America";North America
Westconnex Finance Co Pty Ltd;"Asia-Pacific (ex Central Asia)
Australasia";Australia
Hitachi Ltd;Japan;Asia
ICRE REIT Holdings;"Americas
North America";North America
JBG Smith Properties;"Americas
North America";North America
Kirby Corp;"Americas
North America";North America
Global Dominion Access SA;"Europe
Western Europe";Western Europe
Daphne 3 SpA;"Europe
Western Europe";Western Europe
L3Harris Technologies Inc;"Americas
North America";North America
Lamar Media Corp;"Americas
North America";North America
MAXAM Europe SA;"Europe
Western Europe";Western Europe
Dexter Magnetic Holdings LLC;"Americas
North America";North America
CRE Inc;Japan;Asia
Paycom;"Americas
North America";North America
Pennantpark Investment Corp;"Americas
North America";North America
Peppermill Casinos Inc;"Americas
North America";North America
Disfasa SA;"Europe
Western Europe";Western Europe
Tanner Servicios Financieros;"Americas
South America";Latin America
Tsuzuki Kosan Co Ltd;Japan;Asia
Showa Aluminum Can Corp;Japan;Asia
Malabar Resources Ltd;"Asia-Pacific (ex Central Asia)
Australasia";Australia
Twin Rivers Paper Co Inc;"Americas
North America";North America
Cobega Invest SL;"Europe
Western Europe";Western Europe
Towns At Clarkston Centre;"Americas
North America";North America
NLCP Operating Partnership LP;"Americas
North America";North America
